Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,EnglishTitle,OMDb_Title,OMDb_Year,OMDb_Rated,OMDb_Released,OMDb_Runtime,OMDb_Genre,OMDb_Director,OMDb_Writer,OMDb_Actors,OMDb_Plot,OMDb_Language,OMDb_Country,OMDb_Awards,OMDb_Poster,OMDb_Ratings,OMDb_Metascore,OMDb_imdbRating,OMDb_imdbVotes,OMDb_imdbID,OMDb_Type,OMDb_DVD,OMDb_BoxOffice,OMDb_Production,OMDb_Website,OMDb_Response,Error,TMDb_Synopsis,TMDb_Tagline,TMDb_Keywords,TMDb_Error,LLM_Raw_Response,Fear_Category
Time Cut,Yes,2024-10-30,"16,400,000",1:32,10700000,Time Cut,Time Cut,2024.0,TV-14,30 Oct 2024,91 min,"Horror, Mystery, Sci-Fi",Hannah Macpherson,"Michael Kennedy, Hannah Macpherson","Madison Bailey, Antonia Gentry, Michael Shanks",High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.,English,"United States, Canada",,https://m.media-amazon.com/images/M/MV5BOTNjMzM0YzItOTZjMS00YjE4LTgyOGQtMGYzNWQwNTRlZjMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,5.0,"20,972",tt14857528,movie,,,,,True,,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",This murder is set on repeat.,"high school, time travel, time machine, serial killer, teenage girl, woman director, murder mystery, 2000s, absurd, cliché, 2020s",,"Based on the title, overview, and keywords, I would classify ""Time Cut"" under **Invasion, Impostors & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion of the protagonist's timeline by her own past self. The teen in 2024 accidentally time-travels to 2003, which creates a sense of paranoia and uncertainty about the consequences of altering the past. This fear is driven by the external presence of the protagonist's past self, who is trying to change events without considering the potential impact on the future.

While there are elements of time travel and murder mystery in the film, these plot threads serve as a backdrop for the primary fear of invasion and paranoia. The film's focus on the protagonist's attempts to alter her own timeline and prevent a tragedy creates a sense of tension and unease that is characteristic of this category.","Invasion, Impostors & Paranoia"
Scream VI,No,,"20,500,000",2:03,10000000,Scream VI,Scream VI,2023.0,R,10 Mar 2023,122 min,"Horror, Mystery, Thriller","Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick, Kevin Williamson","Courteney Cox, Melissa Barrera, Jenna Ortega",A new killer follows survivors of the Ghostface murders to New York City.,English,"United States, Canada, United Kingdom",4 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BZDZkYzk3YTEtYTQ5MS00MzQ5LTg0NjUtOTgzODA5N2EyYTQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,6.4,"142,341",tt17663992,movie,,"$108,391,107",,,True,,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",New York. New rules.,"mask, new york city, trauma, halloween, college, fake identity, sequel, conspiracy theory, revenge, public murder, murder, social commentary, serial killer, police corruption, slasher, whodunit, multiple stabbings, brutality, killing spree, self-referential, crime spree, aftercreditsstinger, movie fan, copycat killer, generation z, fbi agent, ridiculous",,"Based on the title, overview, and keywords, I would classify Scream VI under **Invasion, Impostors & Paranoia**.

The fear of being replaced or infiltrated by hidden others is a primary concern in this film. The Ghostface killings and the conspiracy theories surrounding them create an atmosphere of paranoia and mistrust among the characters. The fact that the survivors leave Woodsboro behind and start anew suggests that they are trying to escape the trauma and uncertainty caused by the invasions.

The use of masks, fake identities, and public murders also reinforces this category, as it implies a sense of invasion or replacement. Additionally, the self-referential nature of the film, with its nods to horror movie tropes and conventions, adds to the overall theme of paranoia and invasion.

While there are other fears present in the film, such as trauma, revenge, and police corruption, the primary fear driving the horror sequences is the fear of being replaced or infiltrated by hidden others.","Invasion, Impostors & Paranoia"
28 Weeks Later,No,,"16,600,000",1:40,10000000,28 Weeks Later,28 Weeks Later,2007.0,R,11 May 2007,99 min,"Horror, Sci-Fi",Juan Carlos Fresnadillo,"Rowan Joffe, Juan Carlos Fresnadillo, Enrique López Lavigne","Jeremy Renner, Rose Byrne, Robert Carlyle","Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",English,"United Kingdom, Spain",3 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,6.9,"341,152",tt0463854,movie,,"$28,638,916",,,True,,"Twenty-eight weeks after the spread of a deadly rage virus, the inhabitants of the British Isles have lost their battle against the onslaught, as the virus has killed everyone there. Six months later, a group of Americans dare to set foot on the Isles, convinced the danger has passed. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",When days turn to weeks...,"dying and death, london, england, sibling relationship, chaos, loss of loved one, mutant, supernatural, survival, on the run, zombie, escapade, virus, plague, female corpse, deadly",,"Based on the title, overview, and keywords, I would classify ""28 Weeks Later"" under **Contagion & Mutation**.

The film's premise revolves around a deadly rage virus that has spread across the British Isles, causing widespread destruction and chaos. The story follows a group of survivors as they navigate the treacherous landscape, avoiding the infected humans who have become violent mutants.

While there are elements of invasion and paranoia present in the film, the primary fear at play is the threat posed by the virus itself, which is a non-sentient agent that causes involuntary biological transformation. This classification fits best because the horror stems from the contagion and mutation caused by the virus, rather than an external or uncanny presence (human or inhuman) seeking to replace or control the characters.

Additionally, the film's focus on the spread of the virus, its effects on human behavior, and the struggle for survival among the remaining survivors aligns more closely with the themes of Contagion & Mutation than any other fear category.",Contagion & Mutation
Beetlejuice Beetlejuice,No,,"16,700,000",1:45,9500000,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,2024.0,PG-13,06 Sep 2024,105 min,"Comedy, Fantasy, Horror",Tim Burton,"Michael McDowell, Larry Wilson, Alfred Gough","Michael Keaton, Winona Ryder, Catherine O'Hara","After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Af...","English, Italian, French, Spanish, Latin, Yiddish","United States, France",9 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BNTQ4Y2MzY2MtYzQyMS00ZTQ3LWIzZGQtNjVjYzgwYzA1MDkzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.6,"159,082",tt2049403,movie,,"$294,100,435",,,True,,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",The ghost with the most is back.,"afterlife, haunted house, sequel, paranormal, teenage girl, gothic, death, new england, ghost, unexpected death, mother daughter relationship, fantasy, ghoulish, suburban gothic",,"Based on the title, overview, and keywords, I would classify ""Beetlejuice Beetlejuice"" under **Invasion, Impostors & Paranoia** (Category 1).

The film's premise revolves around Astrid accidentally opening a portal to the Afterlife, allowing Betelgeuse to invade her life. This invasion is driven by an external presence that manipulates and disrupts the lives of the Deetz family members. The fear of being replaced or observed by this unseen force is a primary concern in the film.

While there are elements of possession and loss of agency present, the core horror stems from the invasion and manipulation by Betelgeuse, making **Invasion, Impostors & Paranoia** the most fitting category for this film.","Invasion, Impostors & Paranoia"
Meg 2: The Trench,No,,"17,600,000",1:56,9100000,Meg 2: The Trench,Meg 2: The Trench,2023.0,PG-13,04 Aug 2023,116 min,"Action, Adventure, Horror",Ben Wheatley,"Jon Hoeber, Erich Hoeber, Dean Georgaris","Jason Statham, Jing Wu, Shuya Sophia Cai","A research team's journey into the depths of the ocean turns into chaos when a mining operation forces them into a battle for survival, facing off against Megalodons and relentless environmental marauders.","English, Mandarin, Spanish","United States, China, Thailand, Germany, Canada, United Kingdom",3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BOGNiOTFkYTUtMDdiMi00YmJlLTkzOTAtMGViYWRhZjY3ODhkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40.0,5.0,"96,117",tt9224104,movie,,"$82,600,317",,,True,,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,Back for seconds.,"based on novel or book, deep sea, sequel, underwater, shark, kaiju, civil action, animal horror, mariana trench, environmental crisis, shark cage",,"Based on the title, overview, and keywords, I would classify ""Meg 2: The Trench"" under **Ecological / Natural Menace**.

The movie appears to be about a research team's expedition to the deepest depths of the ocean, which is threatened by a malevolent mining operation. The presence of sharks, kaiju, and environmental crisis keywords suggests that the horror stems from nature turning hostile, rather than an external or uncanny presence (human or inhuman). The focus on the natural world and its dangers, such as the Mariana Trench, also aligns with this category.

While there may be human villains involved in the mining operation, the primary fear at play seems to be the threat posed by the ocean's depths and the creatures that inhabit them.",Ecological / Natural Menace
Death Whisperer 2 // ธี่หยด 2,No,,"17,000,000",1:52,9100000,Death Whisperer 2,Death Whisperer 2,2024.0,,10 Oct 2024,110 min,"Action, Horror, Thriller",Taweewat Wantha,"Sorarat Jirabovornwisut, Taweewat Wantha, Krittanon","Nadech Kugimiya, Kajbhunditt Jaidee, Peerakrit Phacharaboonyakiat","In a world shrouded by darkness, a relentless force seeks retribution, undeterred by boundaries or morality",Thai,Thailand,,https://m.media-amazon.com/images/M/MV5BYmQzMjI0YTMtNmE3OC00MTk0LWE0ODAtY2ZmNzg5M2NkMDQxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,6.3,"1,429",tt31513578,movie,,,,,True,,"Three years after his sister's death, Yak relentlessly searches for the dark spirit that killed her in hopes of seeking revenge.","The haunted, calling voices will be utterly terrifying.",exorcism,,"Based on the title, overview, and keywords, I would classify ""Death Whisperer 2"" under **Possession & Loss of Agency**.

The movie appears to be about Yak's quest for revenge against a dark spirit that killed his sister. The use of the term ""exorcism"" in the keywords suggests that the film may involve attempts to rid someone or something of this malevolent entity, which is a hallmark of possession horror.

While there may be elements of grief and familial trauma present in the story, the primary fear at play seems to be Yak's loss of agency as he becomes obsessed with seeking revenge against the dark spirit. This obsession drives the plot and creates tension, making Possession & Loss of Agency the most fitting category for this film.",Possession & Loss of Agency
Us (2019),No,,"16,300,000",1:57,8400000,Us,Us,2019.0,R,22 Mar 2019,116 min,"Horror, Mystery, Thriller",Jordan Peele,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss","In order to get away from their busy lives, the Wilson family takes a vacation to Santa Cruz, California. At night, four strangers break into Adelaide's childhood home. The family is shocked to find out that the intruders look lik...",English,"China, Japan, United States",85 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BMzhkMjFkN2YtODU2Ni00YWYwLWExN2MtOWNjZmQxM2U4YTM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,6.8,"373,001",tt6857112,movie,,"$175,084,580",,,True,,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",Watch yourself.,"mask, boardwalk, murder, psychological thriller, fear, family vacation, home invasion, amusement park, doppelgänger, santa cruz, california, 1980s, duality",,"Based on the title, overview, and keywords, I would classify the movie ""Us"" under the category of **Invasion, Impostors & Paranoia**.

The film's premise revolves around a family who is invaded by their doppelgängers, which creates a sense of paranoia and fear. The invasion is not driven by an external force or technology, but rather by the uncanny presence of these duplicates, which challenges the family's sense of identity and reality.

While there are elements of home invasion and psychological thriller, the primary fear at the core of the film is the invasion of the self by one's own doppelgänger, which is a classic trope in this category.","Invasion, Impostors & Paranoia"
The Deliverance,Yes,2024-08-30,"15,700,000",1:53,8300000,The Deliverance,The Deliverance,2024.0,R,30 Aug 2024,112 min,"Drama, Horror, Mystery",Lee Daniels,"David Coggeshall, Elijah Bynum","Andra Day, Glenn Close, Anthony B. Jenkins","An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell.",English,United States,2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNWI2ZWFkNTAtYjA0NS00NzZkLWE1NzMtNGRkMmY2MzEwZWRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,5.1,"23,533",tt4196566,movie,,,,,True,,"Ebony Jackson, a struggling single mother fighting her personal demons, moves her family into a new home for a fresh start. But when strange occurrences inside the home raise the suspicions of Child Protective Services and threaten to tear the family apart, Ebony soon finds herself locked in a battle for her life and the souls of her children.",Every family has its demons.,"possession, based on true story, demonic",,"Based on the title, overview, and keywords, I would classify ""The Deliverance"" under **Possession & Loss of Agency**.

The film's premise suggests that Ebony Jackson is struggling to maintain control over her life and the lives of her children as they face supernatural forces within their new home. The use of keywords such as ""possession"" and ""demonic"" further support this classification, indicating that the horror stems from an external force taking control of Ebony and her family.

While there may be themes of isolation and psychological unraveling present in the film, the primary fear at play appears to be the loss of agency and control due to supernatural possession.",Possession & Loss of Agency
The Watchers,No,,"14,100,000",1:42,8300000,The Watchers,The Watchers,2024.0,PG-13,07 Jun 2024,102 min,"Fantasy, Horror, Mystery",Ishana Shyamalan,"Ishana Shyamalan, A.M. Shine","Dakota Fanning, Georgina Campbell, Olwen Fouéré","A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",English,"United States, Ireland",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BN2I3MjIzYzMtNDkxNS00ZDIzLWEzZjktNDJlZDZlOGZlMTMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,5.7,"60,626",tt26736843,movie,,"$19,071,404",,,True,,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",Let them see you.,"based on novel or book, shapeshifting, bunker, forest, shelter, ireland, changeling, strangers, mimic, fairies, complicated, trapped in a room, irish mythology",,"Based on the title, overview, and keywords, I would classify ""The Watchers"" under **Invasion, Impostors & Paranoia**.

The fear of being replaced or observed by hidden others is central to this film. The mysterious creatures that stalk the characters each night suggest an external presence that is watching and manipulating them. The fact that these creatures are shapeshifters and can mimic human behavior adds to the sense of paranoia and uncertainty, as the characters struggle to distinguish between friend and foe.

While there may be elements of isolation and confinement in the film, the primary fear driving the horror is the invasion of an external presence that is watching and manipulating the characters. This fear is rooted in the idea that these creatures are not just random monsters, but rather a deliberate threat that is stalking and toying with the protagonists.

Therefore, I believe that **Invasion, Impostors & Paranoia** is the most fitting category for ""The Watchers"".","Invasion, Impostors & Paranoia"
Bhool Bhulaiyaa 3 // भूल भुलैया 3,No,,"21,200,000",2:38,8100000,Bhool Bhulaiyaa 3,Bhool Bhulaiyaa 3,2024.0,,01 Nov 2024,158 min,"Comedy, Fantasy, Horror",Anees Bazmee,Aakash Kaushik,"Kartik Aaryan, Vidya Balan, Madhuri Dixit","Ruhaan, a fraudster posing as an exorcist, takes on a lucrative case at a haunted castle, unraveling a sinister plot involving mischievous priests, culminating in a hilarious yet thrilling ride filled with unexpected twists and sc...",Hindi,India,12 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMGFhMDQ4MzMtMTUxOC00NDE0LTkzZWMtMzhhMGNiMDlhNDNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",,4.6,"78,244",tt26932223,movie,,"$2,230,000",,,True,,"Rooh Baba ventures into a haunted mansion in the kingdom of Raktaghat in West Bengal, where he confronts two vengeful spirits, both asserting to be Manjulika.",,"haunted house, sequel, vengeful spirit, west bengal",,"Based on the title, overview, and keywords, I would classify Bhool Bhulaiyaa 3 under **Possession & Loss of Agency**. The film appears to revolve around Rooh Baba's confrontation with two vengeful spirits, both claiming to be Manjulika, which suggests a supernatural or psychological force taking control of the characters' minds and bodies. This fear category is more fitting than others because it focuses on the loss of agency due to external forces rather than systemic exploitation (Institutional & Structural Control), biological infection (Contagion & Mutation), or ecological threats (Ecological / Natural Menace).",Possession & Loss of Agency
Sumala,Yes,,"14,600,000",1:53,7800000,Sumala,Sumala,2024.0,TV-MA,06 Feb 2025,112 min,"Horror, Thriller",Rizal Mantovani,"Betz Illustration, Riheam Junianti","Luna Maya, Darius Sinathrya, Makayla Rose Hilli","Sumala, a name that is feared by people in a village in Semarang Regency from the past until now. No one dares to go out when night falls because Sumala will come to kill.",Indonesian,Indonesia,,https://m.media-amazon.com/images/M/MV5BYjdlMTNjZTYtOWJhMi00YWE5LWJhOGItYTllYjU0NWJmOTE0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",,5.8,"1,311",tt31592660,movie,,,,,True,,An evil spirit seeking vengeance returns to plague the town that wronged her sister. Based on a chilling urban legend.,,"based on novel or book, haunting, devil, ghost, kids, terror, twin, based on twitter thread",,"Based on the title, overview, and keywords, I would classify the movie ""Sumala"" under **Possession & Loss of Agency**.

The story revolves around an evil spirit seeking vengeance for a wrong committed against her sister, which suggests that the primary fear is the loss of agency and control as the characters are haunted by this malevolent entity. The use of keywords such as ""haunting"", ""devil"", and ""ghost"" further support this classification.

While there may be elements of invasion or persecution in the story, the core fear seems to be the possession and manipulation of individuals by an external force, which is characteristic of the Possession & Loss of Agency category.",Possession & Loss of Agency
World War Z,No,,"15,100,000",1:57,7700000,World War Z,World War Z,2013.0,PG-13,21 Jun 2013,116 min,"Action, Adventure, Horror",Marc Forster,"Matthew Michael Carnahan, Drew Goddard, Damon Lindelof","Brad Pitt, Mireille Enos, Daniella Kertesz",Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,"English, Spanish, Hebrew, Arabic","United States, United Kingdom",3 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BODg3ZTM2YWQtZDE5Ny00NGNiLTkzYjgtYWVlYjNkOTg5NDI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,7.0,"761,337",tt0816711,movie,,"$202,807,711",,,True,,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",There will come a day when the world we know will end.,"philadelphia, pennsylvania, new jersey, based on novel or book, dystopia, jerusalem, end of the world, apocalypse, zombie, biting, epidemic, nuclear weapons, multiple perspectives, zombie apocalypse, virus, aggressive, anxious, frightened, hopeful",,"Based on the title, overview, and keywords, I would classify **World War Z** under:

**Invasion, Impostors & Paranoia** – Fear of being replaced, infiltrated, or observed by hidden others — aliens, doppelgängers, or unseen conspirators.

The primary fear at the core of this film is the invasion of humanity by a mysterious infection that turns people into mindless zombies. The threat is external and uncanny, as it's not a result of institutional control, technological malfunction, or moral guilt. The film's focus on Gerry Lane's perilous trek around the world to find answers and prevent human civilization from falling also suggests an invasion-like scenario.

While there are elements of captivity and confinement in the film (e.g., Lane's family being threatened by zombies), the primary fear is not about intentional captors or sadistic agents. Instead, it's the fear of being replaced, infiltrated, or observed by a mysterious force that drives the horror sequences.",Contagion & Mutation
